Rule 1,Description 1,Rule 2,Description 2,Score (1-10),Reason
SAGEMAKER_DOMAIN_TAGGED,"Checks if Amazon SageMaker domains have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",SAGEMAKER_IMAGE_TAGGED,"Checks if Amazon SageMaker images have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (84%); Similar descriptions (98%)
SAGEMAKER_MODEL_BIAS_JOB_ENCRYPT_IN_TRANSIT,Checks if Amazon SageMaker model bias job definitions have inter-container traffic encryption enabled when the instance count is 2 or greater. The rule is NON_COMPLIANT if configuration.NetworkConfig.EnableInterContainerTrafficEncryption is false.,SAGEMAKER_MODEL_EXPLAINABILITY_JOB_ENCRYPT_IN_TRANSIT,Checks if Amazon SageMaker model explainability job definitions have inter-container traffic encryption enabled when instance count is 2 or greater. The rule is NON_COMPLIANT if configuration.NetworkConfig.EnableInterContainerTrafficEncryption is false.,7,Similar names (85%); Similar descriptions (96%)
FRAUDDETECTOR_VARIABLE_TAGGED,"Checks if Amazon Fraud Detector variables have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",FRAUDDETECTOR_LABEL_TAGGED,"Checks if Amazon Fraud Detector labels have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (87%); Similar descriptions (98%)
FRAUDDETECTOR_OUTCOME_TAGGED,"Checks if Amazon Fraud Detector outcomes have tags. Optionally, you can specify tag keys for the rule.  The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",FRAUDDETECTOR_LABEL_TAGGED,"Checks if Amazon Fraud Detector labels have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (81%); Similar descriptions (97%)
INSPECTOR_LAMBDA_CODE_SCAN_ENABLED,Checks if Amazon Inspector V2 Lambda code scanning is activated for your single or multi-account environment to detect potential code vulnerabilities. The rule is NON_COMPLIANT if Lambda code scanning is not activated.,INSPECTOR_LAMBDA_STANDARD_SCAN_ENABLED,Checks if Amazon Inspector V2 Lambda standard scanning is activated for your single or multi-account environment to detect potential software vulnerabilities. The rule is NON_COMPLIANT if Lambda standard scanning is not activated.,7,Similar names (82%); Similar descriptions (92%)
INSPECTOR_EC2_SCAN_ENABLED,Checks if Amazon Inspector V2 EC2 scanning is activated for your single or multi-account environment to detect potential vulnerabilities and network reachability issues on your EC2 instances. The rule is NON_COMPLIANT if EC2 scanning is not activated.,INSPECTOR_ECR_SCAN_ENABLED,Checks if Amazon Inspector V2 ECR scanning is activated for your single or multi-account environment to detect potential software vulnerabilities in your container images. The rule is NON_COMPLIANT if ECR scanning is not activated.,7,Similar names (94%); Similar descriptions (80%)
ROUTE53_RECOVERY_READINESS_CELL_TAGGED,"Checks if Amazon Route 53 Recovery Readiness cells have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RECOVERY_READINESS_RESOURCE_SET_TAGGED,"Checks if Amazon Route 53 Recovery Readiness resource sets have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (86%); Similar descriptions (97%)
ROUTE53_RESOLVER_RESOLVER_ENDPOINT_TAGGED,"Checks if Amazon Route 53 Resolver resolver endpoints have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ROUTE53_RESOLVER_RESOLVER_RULE_TAGGED,"Checks if Amazon Route 53 Resolver resolver rules have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (87%); Similar descriptions (98%)
IOTSITEWISE_PORTAL_TAGGED,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_PROJECT_TAGGED,"Checks if AWS IoT SiteWise projects have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (86%); Similar descriptions (98%)
IOTSITEWISE_PORTAL_TAGGED,"Checks if AWS IoT SiteWise portals have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTSITEWISE_GATEWAY_TAGGED,"Checks if AWS IoT SiteWise gateways have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (82%); Similar descriptions (97%)
AMPLIFY_APP_DESCRIPTION,Checks if AWS Amplify apps have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,AMPLIFY_BRANCH_DESCRIPTION,Checks if AWS Amplify branches have a description. The rule is NON_COMPLIANT if configuration.Description does not exist or is an empty string.,7,Similar names (86%); Similar descriptions (97%)
AMPLIFY_APP_BUILD_SPEC_CONFIGURED,Checks if AWS Amplify apps have a build specification configured. The rule is NON_COMPLIANT if configuration.BuildSpec does not exist.,AMPLIFY_BRANCH_BUILD_SPEC_CONFIGURED,Checks if AWS Amplify branches have a build specification configured. The rule is NON_COMPLIANT if configuration.BuildSpec does not exist.,7,Similar names (85%); Similar descriptions (97%)
AMPLIFY_APP_TAGGED,"Checks if AWS Amplify apps have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",AMPLIFY_BRANCH_TAGGED,"Checks if AWS Amplify branches have tags. Optionally, you can specify tag keys for the rule. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (82%); Similar descriptions (98%)
DEVICEFARM_PROJECT_TAGGED,"Checks if AWS Device Farm projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",DEVICEFARM_TEST_GRID_PROJECT_TAGGED,"Checks if AWS Device Farm test grid projects have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (83%); Similar descriptions (98%)
FMS_SHIELD_RESOURCE_POLICY_CHECK,This rule is currently in the deprecation process. We do not recommend that you use them directly.,FMS_WEBACL_RESOURCE_POLICY_CHECK,This rule is currently in the deprecation process. We do not recommend that you use them directly.,7,Similar names (85%); Similar descriptions (100%)
GROUNDSTATION_CONFIG_TAGGED,"Checks if AWS GroundStation config resources resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",GROUNDSTATION_MISSIONPROFILE_TAGGED,"Checks if AWS GroundStation mission profile resources have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (81%); Similar descriptions (94%)
IMAGEBUILDER_IMAGEPIPELINE_TAGGED,"Checks if EC2 Image Builder image pipelines have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IMAGEBUILDER_IMAGERECIPE_TAGGED,"Checks if AWS ImageBuilder image recipe resources have tags. Optionally, required tag keys can be specified. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (88%); Similar descriptions (94%)
IOTEVENTS_ALARM_MODEL_TAGGED,"Checks if AWS IoT Events alarm models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",IOTEVENTS_DETECTOR_MODEL_TAGGED,"Checks if AWS IoT Events detector models have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (81%); Similar descriptions (97%)
ALB_TAGGED,"Checks if Application Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",NLB_TAGGED,"Checks if Network Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (90%); Similar descriptions (96%)
ALB_TAGGED,"Checks if Application Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",GLB_TAGGED,"Checks if Gateway Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (90%); Similar descriptions (96%)
ALB_TAGGED,"Checks if Application Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",ELB_TAGGED,"Checks if Classic Load Balancers have tags. Optionally, you can specify tag keys. The rule is NON_COMPLIANT if there are no tags or if the specified tag keys are not present. The rule does not check for tags starting with 'aws:'.",7,Similar names (90%); Similar descriptions (96%)
OPENSEARCH_NODE_TO_NODE_ENCRYPTION_CHECK,Check that Amazon OpenSearch Service nodes are encrypted end to end. The rule is NON_COMPLIANT if the node-to-node encryption is not enabled on the domain,ELASTICSEARCH_NODE_TO_NODE_ENCRYPTION_CHECK,Check that Amazon OpenSearch Service nodes are encrypted end to end. The rule is NON_COMPLIANT if the node-to-node encryption is not enabled on the domain.,7,Similar names (87%); Similar descriptions (100%)
ELASTICSEARCH_IN_VPC_ONLY,Detects whether Amazon OpenSearch Service domains are in Amazon Virtual Private Cloud (Amazon VPC). The rule is NON_COMPLIANT if the OpenSearch Service domain endpoint is public.,OPENSEARCH_IN_VPC_ONLY,Checks if Amazon OpenSearch Service domains are in an Amazon Virtual Private Cloud (VPC). The rule is NON_COMPLIANT if an OpenSearch Service domain endpoint is public.,7,Similar names (81%); Similar descriptions (91%)
ELB_CROSS_ZONE_LOAD_BALANCING_ENABLED,Checks if cross-zone load balancing is enabled for Classic Load Balancers. The rule is NON_COMPLIANT if cross-zone load balancing is not enabled for Classic Load Balancers.,NLB_CROSS_ZONE_LOAD_BALANCING_ENABLED,Checks if cross-zone load balancing is enabled on Network Load Balancers (NLBs). The rule is NON_COMPLIANT if cross-zone load balancing is not enabled for an NLB.,7,Similar names (97%); Similar descriptions (86%)
EC2_RESOURCES_PROTECTED_BY_BACKUP_PLAN,Checks if Amazon Elastic Compute Cloud (Amazon EC2) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon EC2 instance is not covered by a backup plan.,EBS_RESOURCES_PROTECTED_BY_BACKUP_PLAN,Checks if Amazon Elastic Block Store (Amazon EBS) volumes are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon EBS volume is not covered by a backup plan.,7,Similar names (95%); Similar descriptions (85%)
